artist_id,artist_name,external_url
6tbjWDEIzxoDsBA1FuhfPW,Madonna,https://api.spotify.com/v1/artists/6tbjWDEIzxoDsBA1FuhfPW
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,https://api.spotify.com/v1/artists/0ErzCpIMyLcjPiwT4elrtZ
5yPzzu25VzEk8qrGTLIrE1,Young Nudy,https://api.spotify.com/v1/artists/5yPzzu25VzEk8qrGTLIrE1
6vWDO969PvNqNYHIOW5v0m,Beyoncé,https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg
45TgXXqMDdF8BkjA83OM7z,Rod Wave,https://api.spotify.com/v1/artists/45TgXXqMDdF8BkjA83OM7z
4r63FhuTkUYltbVAg5TQnk,DaBaby,https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk
4obzFoKoKRHIphyHzJ35G3,Becky G,https://api.spotify.com/v1/artists/4obzFoKoKRHIphyHzJ35G3
7kjSuFGKhLm8b5qXoMhRkJ,Libianca,https://api.spotify.com/v1/artists/7kjSuFGKhLm8b5qXoMhRkJ
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ
1KCSPY1glIKqW2TotWuXOR,P!nk,https://api.spotify.com/v1/artists/1KCSPY1glIKqW2TotWuXOR
51ZSh80McCt7vbqHouzW0A,Yahritza Y Su Esencia,https://api.spotify.com/v1/artists/51ZSh80McCt7vbqHouzW0A
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,https://api.spotify.com/v1/artists/3DbwFQlvLxRSi2uX8mf81A
5xkFVS6IwwgHEAaRzXc9U3,Tay Keith,https://api.spotify.com/v1/artists/5xkFVS6IwwgHEAaRzXc9U3
5f7VJjfbwm532GiveGC0ZK,Lil Baby,https://api.spotify.com/v1/artists/5f7VJjfbwm532GiveGC0ZK
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,https://api.spotify.com/v1/artists/3tJoFztHeIJkJWMrx0td2f
5QNm7E7RU2m64l6Gliu8Oy,HARDY,https://api.spotify.com/v1/artists/5QNm7E7RU2m64l6Gliu8Oy
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY
50co4Is1HCEo8bhOyUWKpn,Young Thug,https://api.spotify.com/v1/artists/50co4Is1HCEo8bhOyUWKpn
1RyvyyTE3xzB2ZywiAwp0i,Future,https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz
5SXuuuRpukkTvsLuUknva1,Baby Keem,https://api.spotify.com/v1/artists/5SXuuuRpukkTvsLuUknva1
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,https://api.spotify.com/v1/artists/2rmkQLzj0k4nZdQehOUByO
4Gso3d4CscCijv0lmajZWs,Don Toliver,https://api.spotify.com/v1/artists/4Gso3d4CscCijv0lmajZWs
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,https://api.spotify.com/v1/artists/0eHQ9o50hj6ZDNBt6Ys1sD
2LRoIwlKmHjgvigdNGBHNo,Feid,https://api.spotify.com/v1/artists/2LRoIwlKmHjgvigdNGBHNo
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,https://api.spotify.com/v1/artists/7ltDVBr6mKbRvohxheJ9h1
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,https://api.spotify.com/v1/artists/1mcTU81TzQhprhouKaTkpq
53KwLdlmrlCelAZMaLVZqU,James Blake,https://api.spotify.com/v1/artists/53KwLdlmrlCelAZMaLVZqU
